"","url_vect","date_vect","title_vect","body_vect"
"11","https://www.theguardian.com/world/2020/apr/05/queen-praises-the-people-if-not-the-government-and-pulls-off-a-tough-gig","

Sun 5 Apr 2020 16.07 EDT

Last modified on Sun 5 Apr 2020 17.32 EDT
","
Queen praises the people, if not the government, and pulls off a tough gig
","
Now we know just how serious things are. The UK has just wheeled out its biggest gun. The Queen has only ever given an unscheduled TV address to the nation on four previous occasions, either when the nation or the royal family itself was under threat. And as sure as hell Her Majesty wasn’t about to update us on Prince Andrew handing himself over to the FBI or Harry and Meghan’s ongoing flat hunting nightmare; this could only mean the country was in a coronavirus crisis.
Keeping one hand firmly clasped around her wrist and her body a safe distance from a lone BBC cameraman dressed in a hazmat suit – there’s no shortage of personal protective equipment in Windsor Castle – the Queen, interspersed with footage of NHS workers and the wider general public, spoke to the country from her study. Wisely, she kept it short and sweet. This wasn’t a Christmas message when half the country would be pissed and the other half wouldn’t be listening. Now every sentence would be picked over and every word would count.
The Queen began by acknowledging the challenges everyone was facing: death; financial hardship (some more than others, when it comes to the royal family); and separation, before going on to praise the selflessness of those in the NHS and other frontline emergency services. She then said how much she hoped people would maintain the self-sacrifice, self-discipline, compassion and sense of humour needed to defeat the illness.
On the hottest weekend of the year so far, this rang a little hollow as most of the country appeared to have gone outdoors with the sole purpose of snitching on any people they came across who weren’t keeping the appropriate safe distance from one another. B&Q have had a massive run on tape measures in the past week. It won’t be long before there’s also a black market in tasers to take out sweaty joggers.
After a nod to the Commonwealth and the global nature of the pandemic – this wasn’t the plucky Brits taking on the might of Nazi Germany singlehandedly in 1940 – the Queen mentioned a previous address she and Princess Margaret had made to the nation in 1940. Still, she could be forgiven the solipsism as she had done her bit during the second world war, having spent the latter years of the war driving military trucks. As yet there were no promises to turn any of the royal palaces into field hospitals or emergency supply depots, though she might be holding that in reserve for another day.
The Queen ended with a promise that better days would one day return and that in the meantime we should hold our nerve and do our best to be the generation of which future ones would be proud. We can but hope. She even came over a bit Vera Lynn, promising us “we’ll meet again”. Only without the singing. Small mercies. Maybe next time. Given the circumstances, it had been more or less a pitch perfect speech. After all there’s only a certain amount a head of state can say at times like these.
But one thing was notable by its absence. Although it’s her job to be apolitical, there was no mention of the government’s efforts or requests to follow official advice. Her Maj still hasn’t forgotten how she was used, and made a fool of, by Boris Johnson over the prorogation and pointless Queen’s speech. In Boris, she doesn’t trust. But then who does?
The subtext was unmistakeable. If the country was to survive, it would do so through the collective resolve of its people, not through a government that had been slow to react and was still making promises it did not know it would be able to keep. And with that she faded out after little less than four minutes.
Throughout, her face remained more or less expressionless – inscrutability to hide the pain – but she had done what was required. Simply by being there, she had shown she cared. She had provided the clear moral leadership that many politicians have failed to provide. For some people nothing she could have said would have been enough, while others would have taken comfort. Most people probably wouldn’t have cared much either way. But it was a necessary rite of passage. And a tough gig when underneath you’re just as scared – if not more so, given her age – as everyone else. There’s no disguising it: the Queen’s a class act.


Topics



Coronavirus outbreak




The politics sketch






The Queen




comment






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"12","https://www.theguardian.com/world/2020/apr/05/uk-sunbathers-stricter-coronavirus-lockdowns","

Sun 5 Apr 2020 15.55 EDT

First published on Sun 5 Apr 2020 15.32 EDT
","
UK sunbathers may trigger stricter coronavirus lockdowns
","
Parks across the UK could be closed unless more people adhere to social distancing rules, after Matt Hancock, the health secretary, said those using public spaces to sunbathe were putting people’s lives at risk and may trigger stricter lockdown measures.
Despite Sunday’s warm temperatures, fewer people visited parks than usual, but scenes in Brockwell Park in south London on Saturday – where 3,000 people gathered – were widely condemned and led to the park being temporarily closed.
Police said they also had to move more than 100 people from Primrose Hill in London after they were found with “full picnics or blankets, sunbathing”.
On Sunday morning, Hancock said he could be forced to take action before later saying that any change would not be immediate.
He told BBC One’s The Andrew Marr Show: “I think this example of exercise is a really important one, because we’ve said because of the positive benefits to your physical and your mental health that it’s OK to exercise on your own or with members of your own household.
“But if the result of that is that too many people go out and flout the other rules because they say: ‘Well, if I can exercise then it’s fine for me to do other things,’ then I’m afraid we will have to take action.”
But he later clarified his position, saying: “‘We can’t rule out further steps but I don’t want anyone to think that any changes to the social distancing rules are imminent, because the vast majority are following the rules.”
The temporary closure of Brockwell Park and images of sunbathers from around the country triggered a debate about the use of parks by people who do not have accessible outdoor space during the Covid-19 lockdown.
Hancock was backed by the newly-elected Labour leader, Keir Starmer, who said his party would support either a ban on outdoor exercise or on non-essential work if it was needed to curb the spread of Covid-19.
“We do have to take whatever steps are necessary,” said Starmer, who said social distancing was difficult for people who did not have a garden to exercise in, but insisted “we’ve got to get through this”.
Angela Rayner, who was elected as Labour’s deputy leader, said on Sophy Ridge on Sunday: “It’s all right for people who’ve got big houses and huge back gardens to say that, but if you’re stuck in inadequate accommodation, you’ve got no back garden, nowhere to go, and you’re on top of each other, people should do social distancing, but also be reasonable and proportionate about that.”
The Royal Parks – the charity that manages several parks in London, including Primrose Hill, Greenwich Park and Hyde Park, which were all busy over the weekend – said its spaces would remain open for now.
“Our sole priority at the moment is to keep the parks open and safe for as long as possible, and we’re doing everything we can to ensure this is the case,” a spokesperson said. The charity has previously banned cycling through Richmond Park because of congestion and shut all cafes, catering kiosks and playgrounds at its sites.


 
 

 
 Facebook 
 
 Twitter 
 
 Pinterest 


 Cannon Hill Park in Birmingham on Saturday. The council has encouraged users to practise social distancing. Photograph: Jacob King/PA
Officials in Birmingham, which has had the largest amount of confirmed Covid-19 cases of any local authority outside of London, encouraged residents to practise social distancing while continuing to keep its parks open.

London Councils – the membership group representing the 32 London boroughs and the City of London – said if people failed to follow government advice stricter restrictions on movement could follow.

Wail Qasim 
(@WailQ)
Brockwell Park is 50.8 hectares of space. Even if all 3000 people were in there at the same time they could have 169 square metres alone each. You're taking green space away from many who have no other option. Please deal with the groups instead of collectively punishing. https://t.co/fvep2G4JEu

April 4, 2020

Wail Qasim, the writer and social commentator, used Brockwell Park on Saturday and questioned the logic behind the decision to close it on Sunday, saying it punished the many because of the actions of the few. “Brockwell Park is 50.8 hectares of space. Even if all 3,000 people were in there at the same time they could have 169 square metres alone each,” Qasim tweeted.
“You’re taking green space away from many who have no other option. Please deal with the groups instead of collectively punishing.”


Topics



Coronavirus outbreak






Fitness




London




Infectious diseases




Matt Hancock




Keir Starmer




Angela Rayner






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"13","https://www.theguardian.com/film/2020/apr/05/coronavirus-arnold-schwarzenegger-whiskey-lulu-tees","

Sun 5 Apr 2020 15.51 EDT

Last modified on Sun 5 Apr 2020 15.53 EDT
","
Horse trading: Arnold Schwarzenegger puts Whiskey and Lulu to work
","
It is nine years since Arnold Schwarzenegger was the governor of California, but the former movie – together with his pet donkey Lulu and miniature horse Whiskey – has issued an important coronavirus directive to the state’s 40 million residents: Don’t be an ass, stay inside.



Arnold Schwarzenegger and his tiny horses urge people to stay home







Read more





Schwarzenegger, 72, is emerging as a prominent face in the Golden State’s battle against the pandemic, his lighthearted social media posts featuring his self-isolation antics with the two animals and his pet dog Cherry going viral while the virus continues to spread.
In March, a short Twitter video of the actor sharing quarantine food at his dining room table and urging people to stay indoors amassed more than 13.3 million views.
Now Schwarzenegger has turned to his 20 million Instagram followers to launch a range of T-shirts and hoodies featuring the animals and the stay-at-home message, with the intention of raising money for underprivileged families affected by the crisis.
“With schools closed, we can’t provide our normal programming for our 100,000 kids, but we take our commitment to our families seriously, so we are pivoting to use our after-school staff to deliver groceries to our families,” Schwarzenegger said in a post on Represent, an internet marketplace for charitable and campaign products launched by celebrities.
Schwarzenegger founded the After-School All-Stars program in 1993 to enrich the lives of teenagers in California, mostly from racial minorities and financially-challenged families.
“No one is allowed out, especially someone that is 72 years old,” he said in the March video, which appeared the same week as the current California governor Gavin Newsom issued the formal statewide stay-at-home order for all residents.
“After you’re 65, you’re not allowed out of the house. We don’t go out. We don’t go to restaurants. We don’t do anything like that anymore here. We just eat with Whiskey and with Lulu. We have a good time.”


Topics



Arnold Schwarzenegger






Coronavirus outbreak




California




news






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"14","https://www.theguardian.com/world/video/2020/apr/05/queen-addresses-the-uk-over-coronavirus-crisis-watch-in-full","

Sun 5 Apr 2020 15.32 EDT

Last modified on Sun 5 Apr 2020 17.25 EDT
","
Queen addresses the UK over coronavirus crisis – watch in full
","No text"
"15","https://www.theguardian.com/world/2020/apr/05/queen-urges-britons-stay-strong-coronavirus-covid-lockdown","

Sun 5 Apr 2020 15.00 EDT

Last modified on Sun 5 Apr 2020 17.25 EDT
","
'We will meet again': Queen urges Britons to stay strong
","
The Queen has praised Britain’s “national spirit” in facing the challenge of coronavirus as she evoked wartime memories to reassure those “feeling a painful sense of separation from their loved ones” to take comfort in the fact: “We will meet again.”
In only the fifth special televised broadcast, other than Christmas messages, of her long reign, she said: “While we have faced challenges before, this one is different. This time we join with all nations across the globe in a common endeavour, using the great advances of science and our instinctive compassion to heal.”
“We will succeed – and that success will belong to every one of us,” she said.
And she drew on the memories of her first broadcast to the nation some 80 years ago, when she and her sister, Margaret, made a radio broadcast for Children’s Hour.
Speaking with a picture from that first recording visible behind her, she said: “We, as children, spoke from here at Windsor to children who had been evacuated from their homes and sent away for their own safety.

“Today, once again, many will feel a painful sense of separation from their loved ones. But now, as then, we know, deep down, that it is the right thing to do.”
She added: “We should take comfort that, while we may have more still to endure, better days will return: we will be with our friends again; we will be with our families again; we will meet again.”
The government hopes that an intervention from the Queen, planned in close consultation with Downing Street, will help to shore up public commitment to self-isolation guidelines amid fears that warmer weather could lead some to waver.
There had been speculation the Queen might broadcast on Easter Sunday. But it is understood that both Buckingham Palace and Downing Street ultimately agreed on Sunday night as the best moment to maximise the impact of her speech. A senior No 10 official said the palace and the prime minister, Boris Johnson, “have been speaking throughout” about the timing.
“The Queen is the best judge of when to talk to the country and we absolutely agree that now is the right time,” the official said. “We have asked the country to make huge sacrifices and life is very difficult at the moment for a great many people. Hearing from Her Majesty the Queen at this time is an important way of helping to lift the nation’s spirits.”
The Queen, 94 this month and in good health, recorded her message at Windsor Castle, where she and the Duke of Edinburgh, 98, are staying for the foreseeable future.
The broadcast was filmed in extraordinary circumstances, with only one cameraman, wearing personal protective equipment, allowed into the White Drawing Room with the monarch to mitigate the risks to both her and others.
In a rare and deeply personal address to the nation and Commonwealth, she acknowledged the “pain already felt by those who have lost loved ones”.
She praised NHS frontline workers, care workers and those carrying out other essential roles “who selflessly continue their day-to-day duties outside the home in support of all of us”. She told them: “Every hour of your hard work brings us closer to a return to more normal times.”
She also thanked those who were staying at home, “thereby helping to protect the vulnerable”. In a rallying call, she added: “Together we are tackling this disease, and I want to reassure you that if we remain united and resolute, then we will overcome it.”
Her hope, she said, was that those in years to come would look back and say that this generation of Britons “were as strong as any”. She added: “The pride in who we are is not part of our past, it defines our present and our future.”
It was, she said, an increasingly challenging time of disruption, “a disruption that has brought grief to some, financial difficulties to many and enormous changes to the daily lives of us all”.
Her message incorporated footage of NHS frontline staff, workers making deliveries, the armed forces constructing the NHS Nightingale London field hospital and video of the #clapforourcarers moments around the country, along with pictures of rainbows drawn by children.




Play Video





1:49





 Clap for carers: millions applaud NHS staff on coronavirus frontlines – video report
“The moments when the United Kingdom has come together to applaud its care and essential workers will be remembered as an expression of our national spirit, and its symbol will be the rainbows drawn by children,” she said.
The message made no direct mention of the Queen’s own family’s experience of coronavirus: Prince Charles contracted and recovered from the illness.
Joe Little, the managing editor of Majesty magazine, said the Queen would have wanted the focus to be on people such as the carers and key workers. “I think the message was more as monarch rather than as mother,” he said.
Labour’s new leader, Sir Keir Starmer, tweeted: “The Queen speaks for the whole country and our determination to defeat coronavirus.” 
Apart from her Christmas message, it is rare for the monarch to make a special televised address. She has previously done so at the time of the Gulf war in 1991, on the eve of the funeral of Diana, Princess of Wales, in 1997, on the death of the Queen Mother in 2002, and on the occasion of her Diamond Jubilee in 2012.


Topics



Coronavirus outbreak






The Queen




Monarchy




news






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"16","https://www.theguardian.com/commentisfree/picture/2020/apr/05/ben-jennings-on-approved-sunbathing-during-lockdown-cartoon","

Sun 5 Apr 2020 15.00 EDT

Last modified on Sun 5 Apr 2020 17.06 EDT
","
Ben Jennings on approved sunbathing during lockdown – cartoon
","No text"
"17","https://www.theguardian.com/world/2020/apr/05/coronavirus-midwife-who-died-in-essex-named-as-lynsay-coventry","

Sun 5 Apr 2020 14.51 EDT

First published on Sun 5 Apr 2020 13.41 EDT
","
Coronavirus: Essex midwife and Liverpool nurse who died are named
","
A midwife and a nurse who died after contracting coronavirus have been named as loved ones and colleagues paid tribute to them.
Lynsay Coventry, 54, who worked at the Princess Alexandra hospital in Harlow in Essex, died on Thursday, the first publicly confirmed death of a serving NHS midwife in England linked to Covid-19.
Liz Glanister, a staff nurse at Aintree University hospital in Liverpool, died on Friday.
Coventry’s family paid tribute to her as a “very well-respected midwife”, adding: “Our hearts are broken at the loss of our loving, wonderful and caring mum, sister, daughter and grandmother. We each know how much she loved and cherished us. Her love for us all was unfailing and her strength in the way she cared and supported us will fill our memories.”
Coventry’s family said she had trained as a midwife later in life to “follow her dream”. She “saw the midwifery team at the Princess Alexandra hospital as her other family”, the family statement said, noting how proud she was of her work. She had worked at the hospital for a decade.

Lance McCarthy, the chief executive of the hospital’s NHS trust, said Coventry would be remembered “for her professionalism and commitment to the women she supported”, adding: “Her loss will be felt by the maternity team and colleagues from across the organisation.”
He said Coventry had self-isolated after developing symptoms and had not been at work in the time before her death.
Gill Walton, the chief executive and general secretary of the Royal College of Midwives, said Coventry’s death was “not only a tragedy for her family, friends and colleagues, but also for all the women and children she touched during her career”.
“It’s important to remember that the NHS frontline doesn’t only apply to those working in intensive care or direct Covid support, but to midwives and others. Today we mourn the loss of Lynsay. Help us honour her life by doing what you can to reduce the impact of this pandemic and stay at home.”
Jacqueline Dunkley-Bent, the chief midwifery officer for England, said: “I was deeply moved and saddened to hear about the death of Lynsay Coventry. Lynsay was clearly a highly regarded midwife whose dedication to women, babies and their families will be remembered and cherished by her own family and her colleagues.”
She said the most fitting way to support NHS staff such as Coventry was to stay at home during the outbreak.
Glanister’s death was confirmed by the Liverpool University hospitals NHS foundation trust chief nurse, Dianne Brown.
“It is with great sadness that I can confirm that Liz Glanister, a long-serving staff nurse at Aintree University hospital, sadly passed away at the Royal Liverpool University hospital on Friday after being tested positive for Covid-19,” she said.
“All our thoughts are with Liz’s family at this time and we offer them our sincere condolences. Liz will be sadly missed by all those who knew and worked with her.”


Topics



NHS






Essex




Coronavirus outbreak




Midwifery




Health




Liverpool




news






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"18","https://www.theguardian.com/world/2020/apr/05/factcheck-what-are-uks-new-monthly-coronavirus-testing-goals","

Sun 5 Apr 2020 14.25 EDT

Last modified on Sun 5 Apr 2020 16.05 EDT
","
Factcheck: What are UK's new monthly coronavirus testing goals?
","
Amid an ever increasing level of scrutiny over the government’s handling of the coronavirus outbreak, Matt Hancock appeared on the airwaves on Sunday to reassure the public that Downing Street was in control of the pandemic.
Here we weigh up what the health secretary said against previous statements and the latest developments.
What was said
On BBC One’s The Andrew Marr Show:




I’ve set a very clear goal for the nation as a whole. The whole life sciences industry are coming to the table on this. I didn’t say it would be easy to get to 100,000 a day, I said we need to get to 100,000 a day.


Factcheck
Hancock seemed to be describing the 100,000 tests per day as a broader ambition for the country, including the life sciences industry. When the figure was first introduced, the Department of Health stated that the UK “will” carry out 100,000 tests for coronavirus every day by the end of this month. Is this pledge being watered down into an ambition?
What was said
On Sky News’ Sophy Ridge on Sunday:




We set a goal of 10,000 tests a day by the end of March and we hit that goal.


Factcheck
Testing passed 10,000 a day for the first time on 2 April. The government previously said the capacity for 10,000 tests was met and the shortfall in actual tests was due to hospitals failing to use this capacity to the full.
What was said
Also on Sophy Ridge on Sunday:




The UK has put more funding into the global search for a vaccine than any other country around the world.


Factcheck
Hancock was no doubt referring to the £210m UK donation to the Coalition for Vaccine Preparedness (CEPI), which is the largest single donation since the initiative announced a target of $2bn required from international governments to develop a Covid-19 vaccine.
However, the UK was starting from a lower base of funding to CEPI than other countries, including Japan, the US and Norway – whose total funding to CEPI now stands at nearly £340m. Beyond CEPI funding, it is unlikely that the UK is the biggest spender on the vaccine effort, with the US signing a single $456m deal with Janssen last month and the Gate Foundation announcing last week that it would spend “a few billion dollars” building factories for seven promising coronavirus vaccine candidates.


Topics



Coronavirus outbreak






Matt Hancock




Infectious diseases




Medical research




explainers






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"19","https://www.theguardian.com/world/2020/apr/05/video-games-to-host-stay-at-home-save-lives-message","

Sun 5 Apr 2020 14.17 EDT

Last modified on Sun 5 Apr 2020 14.33 EDT
","
Video games to host Stay At Home, Save Lives message
","
The popularity of gaming is the latest tool being used to spread the government’s public health message and keep people indoors to help fight the coronavirus outbreak.
Players who are tackling some of the world’s favourite games – including Candy Crush Saga, Sniper Elite 4, DiRT Rally 2.0 and Farm Heroes Saga – will see the government’s message “Stay At Home, Save Lives” appear on their screens.
It is part of a joint effort by the government and some of the UK’s leading games companies to try and help stop the spread of coronavirus.
The government sees it as a “creative, targeted, and immediate” tool to try and reinforce its stay at home message to a generation of young people who are likely to spend more time playing video games than the rest of the population.
Approximately 37 million people in the UK play games, and there are around 2,277 active video game companies in the UK, according to the Culture Department.
Activision Blizzard, the leading interactive entertainment company, is inserting the “Stay At Home” message in its network of mobile games, including Candy Crush Saga.
The firm has also donated more than 230 “digital poster” advertising spaces in London, where it would normally promote its own products, for the public health messages.
Humam Sakhnini, president of King Digital Entertainment, said that allowing the messages to appear on Activision Blizzard is “a small part” in helping to deliver “vital” information.
He added: “Through our millions of players we’re able to assist Public Health England and the NHS spread their life saving message: stay at home, protect our NHS, and save lives.”




Play Video





2:50





 'We're on our knees': NHS nurse pleads with public to stay indoors – video
Stay At Home posters are already featuring in Codemasters’ DiRT Rally 2.0, which has been played by millions of people since its February 2019 launch.
Codemasters, which is a video game developer and publisher, is also looking at ways to roll out more health messages in its games across Europe and the US in the coming weeks.
The Stay At Home message will also appear when players load up games produced by the firm Rebellion.
These messages may also link to relevant official government pages. Rebellion multimedia studios has also offered to advertise these messages in the comic books that it publishes.
Rebellion co-founder Jason Kingsley said: “We know how fundamentally beneficial video games, like Sniper Elite and Strange Brigade, and comics, like 2000 AD, have been and will continue to be for many of us during this extraordinary time.
“It makes total sense for us to help promote important public health messaging while keeping those fans entertained in the safety of their homes.”
Toby Evan-Jones, the vice president of business development at Codemasters, said: “We came to realise that technology within our games, which enables the remote updating of banners within the virtual environment, could be repurposed to assist with the coronavirus communication effort.”
He added: “It’s fantastic to see conversations already being sparked amongst our community.”
The government is inviting any company to contact them – at enquiriesculture.gov.uk – if they want to use in-game messaging in their products as part of the battle against coronavirus.


Topics



Coronavirus outbreak






Game Digital






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"20","https://www.theguardian.com/commentisfree/2020/apr/05/how-readers-shape-guardian-coronavirus-content-report-evolving-crisis","

Sun 5 Apr 2020 14.00 EDT

Last modified on Sun 5 Apr 2020 14.03 EDT
","
How readers play a vital role in shaping the Guardian's coronavirus content
","
Everyone is learning how to live, how to work (where possible and necessary), how to be safe and simply how to be during this extraordinary and troubling era of Covid-19.
The Guardian and Observer are learning too. With most staff working remotely – only a small number essential to producing the printed newspapers are in the London office – the highly collaborative task of journalism has been atomised and reshaped via new ways of liaising and rapid innovation around editorial technology.



A new approach to commissioning has been needed for every section of the newspaper. Sometimes more than once

The editor’s morning conference is now conducted via live streaming, press briefings are attended by teleconference, podcast presenters have swapped studio for home study, and live blogs are coordinated from kitchen tables. Where once a news editor could shout some breaking news or fresh instruction over the top of a computer, almost everything must be typed, all the right people kept in the loop.
The challenges are numerous but the consideration that goes into overcoming them will, I am certain, bring lasting benefit. In this, readers are as ever playing a vital role.
Some readers have, for instance, urged the removal of coronavirus articles that are overtaken by events. On the grounds of transparency, accountability and the integrity of the record, the Guardian’s policy is not to take down articles other than in the most exceptional circumstances. During a public health crisis, however, a responsibility to reader safety is essential. How is this best managed?
An early example of the issue came on Wednesday 18 March, when the travel desk published an article just ahead of Mother’s Day in the UK, recommending National Trust parks suitable for walks while social distancing. As fresh air and exercise were still encouraged, this piece was designed to steer people towards less crowded spots.
Three days later, the National Trust closed its parks and gardens after the government announced more stringent measures. For the best of motives, the article was deleted. Risk had been removed but so had something else. When the story of coronavirus comes to be told, to see how a parkland stroll was recommended on Wednesday but off-limits by Saturday will offer a glimpse into the extent of uncertainty in March 2020.
Scale this up across all reporting of a constantly evolving crisis – one in which national and international response will be scrutinised for clues to handling any future crisis – and you see why the chronicle matters.
Following discussion with senior staff, the National Trust feature was reinstated with prominent labelling and an amended headline. It meant a reader could not wander into the article on a misapprehension but neither had the Guardian hidden its own footsteps. This approach is now taken on a case-by-case basis when any potentially misleading Covid-19 article is identified.
The principle regarding removals also applies to rewrites. But every rule needs an exception and in exceptional times one has been made for Covid-19 “explainers”. These articles – some of which have received tens of millions of views – answer questions such as which symptoms require medical attention, when will a vaccine be ready and which countries have travel restrictions in place. To help readers find the most recent advice, some are regularly updated and republished to take account of new statistics, new information or new questions.
However, last week one reader asked anxiously whether a revised explainer meant something vital had been wrong in the original. Her question prompted internal discussion and there will now be a paragraph at the end of such pieces explaining the purpose of updates and that any significant corrections will be footnoted in the usual way.
Praise for the journalism has been terrific (“thorough, intelligent and filled with empathy”; “I’m relying on my online Guardian more than ever in lockdown”; “Thank you for all that you are continuing to do to get the paper out to us in this difficult time” – to give a flavour). But we hear, too, from readers asking for articles that will help them through the crisis.



Great-grandmother's secret to beating Covid-19… marmalade sandwiches







Read more





A new series called “Hope in a time of crisis“ responds to this shared feeling with doses of positive news, beginning on 4 April with the story of a 99-year-old woman who has recovered from coronavirus. It involves marmalade sandwiches. Elsewhere the coping coverage ranges from how pets are helping, readers’ tips on keeping fit and the Guide’s recently launched Staying In newsletter, while for complete distraction The antidote showcases five favourite reads that have nothing to do with Covid-19. This is also feels like an ideal time to direct readers to The Upside.
With lockdown affecting so much of life, a new approach to commissioning has been needed for every section of the newspaper. Sometimes more than once. Travel again demonstrates this journey. After non-essential movement was restricted on 23 March, coverage moved from outdoors to indoors: with virtual tours of museums, galleries and world landmarks, travel film recommendations and “postcards from the future” in which European writers dream of the places they will visit when the pandemic has passed.
As Andy Pietrasik, head of travel, says: “We want to give readers something to cheer them up, to remind them that normal life will one day return and all of the things they might do with it.”
• Elisabeth Ribbans is the Guardian’s readers’ editor. Contact her at guardian.readers@theguardian.com


Topics



Coronavirus outbreak




Open door






The Guardian




Newspapers & magazines




Newspapers




Health




comment






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
"21","https://www.theguardian.com/law/2020/apr/05/retired-senior-judge-sir-john-laws-dies-after-contracting-coronavirus","

Sun 5 Apr 2020 13.57 EDT

First published on Sun 5 Apr 2020 13.48 EDT
","
Retired judge and Cummings' uncle Sir John Laws dies after contracting Covid-19
","
Sir John Laws, a retired senior judge and an uncle of the Downing Street adviser Dominic Cummings, has died after contracting coronavirus, it has been reported.
Laws, 74, had been in hospital for three weeks with sepsis and other health problems. He was seriously ill and at first tested negative for coronavirus but subsequently contracted the virus and died on an isolated ward at Chelsea and Westminster hospital in London.
Laws was one of the UK’s leading authorities in public law and democracy, asserting the primacy of the constitution over parliament in the balance of power in Britain. He rose to become an appeal court judge after representing the government as first Treasury counsel followed by a period as a high court judge. After retirement from the bar he was elected a visiting professor of legal science at Cambridge University.

“John was the most gregarious of men, with a quick and lively wit, who enjoyed life in all its richness,” said Mark Hill QC, the chair of the Ecclesiastical Law Society. “A loyal and generous friend, he will be remembered for his love of Greece and of cats. Our thoughts are with his daughter, Margaret Grace, her husband and their two children, particularly at this difficult time of social isolation. May he rest in peace and rise in glory.”
Nigel Pleming QC, a good friend of Laws, said Laws’ daughter was able to see her father before he died, wearing full personal protective equipment.
“He was one of the greatest lawyers of his generation,” Pleming said of Laws.
Dinah Rose QC, one of the country’s leading barristers, said Laws was “one of the greatest advocates I’ve ever seen, and a man of enormous charm and erudition”.
Edward Henry QC remarked on the irony of Laws’ embodying “the judiciary’s expansionist philosophy” as it set him on “a collision course with government”. The government has recently indicated it wants to reduce powers of judicial review, which it believes have interfered with its decisions including over Brexit.

Laws, a brother of Cummings’ mother, grew up in Easington, County Durham, and studied at Durham School and Exeter College, Oxford. 


Topics



Law






Coronavirus outbreak




Judiciary




Barristers




Dominic Cummings




news






Share on Facebook






Share on Twitter






Share via Email






Share on LinkedIn






Share on Pinterest






Share on WhatsApp






Share on Messenger








Reuse this content




"
